timestamp,sandboxLog,lambdaLog
159600,,"mid=10032.0 dyn_mean=10013.1 z=0.59 mom=6.0 trend=0.25 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2768 peak=3442 dd=675 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10025(✓) ask@10039(✓) qty=10"
159700,,"mid=10030.0 dyn_mean=10013.2 z=0.53 mom=0.5 trend=0.19 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-43 took=0 gap=13 cum_pnl=2854 peak=3442 dd=589 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10023(✓) ask@10037(✓) qty=10"
159800,,"mid=10033.0 dyn_mean=10013.2 z=0.62 mom=4.0 trend=0.25 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-43 took=0 gap=13 cum_pnl=2724 peak=3442 dd=718 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10026(✓) ask@10040(✓) qty=10"
159900,,"mid=10033.0 dyn_mean=10013.2 z=0.62 mom=10.0 trend=0.12 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2724 peak=3442 dd=718 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10026(✓) ask@10040(✓) qty=10"
160000,,"mid=10028.0 dyn_mean=10013.2 z=0.46 mom=6.0 trend=0.00 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2940 peak=3442 dd=503 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10021(✓) ask@10035(✓) qty=10"
160100,,"mid=10030.0 dyn_mean=10013.2 z=0.52 mom=9.0 trend=0.18 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2854 peak=3442 dd=589 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10023(✓) ask@10037(✓) qty=10"
160200,,"mid=10032.0 dyn_mean=10013.3 z=0.59 mom=14.0 trend=0.39 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2768 peak=3442 dd=675 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10025(✓) ask@10039(✓) qty=10"
160300,,"mid=10025.5 dyn_mean=10013.3 z=0.38 mom=6.5 trend=-0.03 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=3047 peak=3442 dd=396 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10018(✓) ask@10032(✓) qty=10"
160400,,"mid=10027.0 dyn_mean=10013.3 z=0.43 mom=9.0 trend=0.00 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2982 peak=3442 dd=460 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10020(✓) ask@10034(✓) qty=10"
160500,,"mid=10028.0 dyn_mean=10013.3 z=0.46 mom=10.0 trend=-0.06 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2940 peak=3442 dd=503 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=18 bid@10021(✓) ask@10035(✓) qty=10"
160600,,"mid=10031.0 dyn_mean=10013.3 z=0.55 mom=14.0 trend=0.22 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2810 peak=3442 dd=632 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10024(✓) ask@10038(✓) qty=10"
160700,,"mid=10029.0 dyn_mean=10013.3 z=0.49 mom=14.0 trend=0.17 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2896 peak=3442 dd=546 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10022(✓) ask@10036(✓) qty=10"
160800,,"mid=10027.0 dyn_mean=10013.3 z=0.43 mom=12.0 trend=0.05 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2982 peak=3442 dd=460 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10020(✓) ask@10034(✓) qty=10"
160900,,"mid=10026.0 dyn_mean=10013.4 z=0.40 mom=13.0 trend=-0.05 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=3026 peak=3442 dd=417 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=19 bid@10019(✓) ask@10033(✓) qty=10"
161000,,"mid=10023.5 dyn_mean=10013.4 z=0.32 mom=10.5 trend=-0.19 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=3133 peak=3442 dd=310 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10016(✓) ask@10030(✓) qty=10"
161100,,"mid=10029.0 dyn_mean=10013.4 z=0.49 mom=16.0 trend=-0.05 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-43 took=0 gap=43 cum_pnl=2896 peak=3442 dd=546 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10022(✓) ask@10036(✓) qty=10"
161200,,"mid=10025.0 dyn_mean=10013.4 z=0.36 mom=8.0 trend=-0.23 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10018(✓) ask@10032(✓) qty=10"
161300,,"mid=10024.0 dyn_mean=10013.4 z=0.33 mom=3.0 trend=-0.16 regime=MILD_REVERSION | LOCKED target=-5 pos_orig=-37 took=0 gap=32 cum_pnl=3106 peak=3442 dd=337 m38_hit=(--)
MARK38: mode=EXPLOIT conf=19 bid@10017(✓) ask@10031(✓) qty=10"
161400,,"mid=10027.0 dyn_mean=10013.4 z=0.42 mom=8.0 trend=0.05 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10020(✓) ask@10034(✓) qty=10"
161500,,"mid=10026.0 dyn_mean=10013.4 z=0.39 mom=7.0 trend=0.16 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10019(✓) ask@10033(✓) qty=10"
161600,,"mid=10024.0 dyn_mean=10013.4 z=0.33 mom=4.0 trend=0.05 regime=MILD_REVERSION | LOCKED target=-5 pos_orig=-37 took=0 gap=32 cum_pnl=3106 peak=3442 dd=337 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10017(✓) ask@10031(✓) qty=10"
161700,,"mid=10025.0 dyn_mean=10013.4 z=0.36 mom=7.0 trend=0.10 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10018(✓) ask@10032(✓) qty=10"
161800,,"mid=10026.0 dyn_mean=10013.5 z=0.39 mom=10.0 trend=0.15 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3032 peak=3442 dd=411 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10019(✓) ask@10033(✓) qty=10"
161900,,"mid=10024.0 dyn_mean=10013.5 z=0.33 mom=7.0 trend=0.00 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3106 peak=3442 dd=337 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10017(✓) ask@10031(✓) qty=10"
162000,,"mid=10021.0 dyn_mean=10013.5 z=0.23 mom=3.0 trend=-0.10 regime=MOMENTUM | LOCKED target=6 pos_orig=-37 took=0 gap=43 cum_pnl=3216 peak=3442 dd=226 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10014(✓) ask@10028(✓) qty=10"
162100,,"mid=10023.0 dyn_mean=10013.5 z=0.30 mom=5.0 trend=0.00 regime=MOMENTUM | LOCKED target=10 pos_orig=-37 took=0 gap=47 cum_pnl=3142 peak=3442 dd=300 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10016(✓) ask@10030(✓) qty=10"
162200,,"mid=10022.0 dyn_mean=10013.5 z=0.27 mom=1.0 trend=-0.15 regime=MOMENTUM | LOCKED target=2 pos_orig=-37 took=0 gap=39 cum_pnl=3180 peak=3442 dd=263 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10015(✓) ask@10029(✓) qty=10"
162300,,"mid=10022.0 dyn_mean=10013.5 z=0.27 mom=0.0 trend=-0.05 regime=MOMENTUM | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=3180 peak=3442 dd=263 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10015(✓) ask@10029(✓) qty=10"
162400,,"mid=10025.0 dyn_mean=10013.5 z=0.36 mom=5.0 trend=0.31 regime=MILD_REVERSION | LOCKED target=-9 pos_orig=-37 took=0 gap=28 cum_pnl=3068 peak=3442 dd=374 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10018(✓) ask@10032(✓) qty=10"
162500,,"mid=10028.0 dyn_mean=10013.5 z=0.45 mom=7.0 trend=0.21 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2958 peak=3442 dd=485 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10021(✓) ask@10035(✓) qty=10"
162600,,"mid=10030.0 dyn_mean=10013.5 z=0.51 mom=8.0 trend=0.31 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2884 peak=3442 dd=559 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10023(✓) ask@10037(✓) qty=10"
162700,,"mid=10027.0 dyn_mean=10013.6 z=0.42 mom=6.0 trend=0.10 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2994 peak=3442 dd=448 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10020(✓) ask@10034(✓) qty=10"
162800,,"mid=10029.0 dyn_mean=10013.6 z=0.48 mom=11.0 trend=0.21 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10022(✓) ask@10036(✓) qty=10"
162900,,"mid=10031.0 dyn_mean=10013.6 z=0.54 mom=15.0 trend=0.36 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2846 peak=3442 dd=596 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10024(✓) ask@10038(✓) qty=10"
163000,,"mid=10033.0 dyn_mean=10013.6 z=0.61 mom=19.0 trend=0.41 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10026(✓) ask@10040(✓) qty=10"
163100,,"mid=10033.5 dyn_mean=10013.6 z=0.62 mom=19.5 trend=0.33 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2754 peak=3442 dd=688 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=16 bid@10026(✓) ask@10040(✓) qty=10"
163200,,"mid=10031.0 dyn_mean=10013.7 z=0.54 mom=14.0 trend=0.15 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2846 peak=3442 dd=596 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=17 bid@10024(✓) ask@10038(✓) qty=10"
163300,,"mid=10034.0 dyn_mean=10013.7 z=0.64 mom=13.0 trend=0.35 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2736 peak=3442 dd=707 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10027(✓) ask@10041(✓) qty=10"
163400,,"mid=10036.0 dyn_mean=10013.7 z=0.70 mom=13.0 trend=0.35 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2662 peak=3442 dd=781 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10029(✓) ask@10043(✓) qty=10"
163500,,"mid=10038.0 dyn_mean=10013.7 z=0.76 mom=18.0 trend=0.61 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2588 peak=3442 dd=855 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10031(✓) ask@10045(✓) qty=10"
163600,,"mid=10036.0 dyn_mean=10013.7 z=0.70 mom=15.0 trend=0.31 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2662 peak=3442 dd=781 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10029(✓) ask@10043(✓) qty=10"
163700,,"mid=10036.0 dyn_mean=10013.8 z=0.69 mom=19.0 trend=0.31 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2662 peak=3442 dd=781 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10029(✓) ask@10043(✓) qty=10"
163800,,"mid=10037.0 dyn_mean=10013.8 z=0.73 mom=21.0 trend=0.21 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2624 peak=3442 dd=818 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10030(✓) ask@10044(✓) qty=10"
163900,,"mid=10035.0 dyn_mean=10013.8 z=0.66 mom=20.0 trend=0.05 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2698 peak=3442 dd=744 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10028(✓) ask@10042(✓) qty=10"
164000,,"mid=10033.5 dyn_mean=10013.8 z=0.61 mom=20.5 trend=0.36 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2754 peak=3442 dd=688 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10026(✓) ask@10040(✓) qty=10"
164100,,"mid=10035.0 dyn_mean=10013.8 z=0.66 mom=18.0 trend=0.17 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2698 peak=3442 dd=744 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=17 bid@10028(✓) ask@10042(✓) qty=10"
164200,,"mid=10039.0 dyn_mean=10013.9 z=0.79 mom=21.0 trend=0.28 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2550 peak=3442 dd=892 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10032(✓) ask@10046(✓) qty=10"
164300,,"mid=10041.0 dyn_mean=10013.9 z=0.85 mom=25.0 trend=0.45 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2476 peak=3442 dd=966 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10034(✓) ask@10048(✓) qty=10"
164400,,"mid=10041.0 dyn_mean=10013.9 z=0.85 mom=25.0 trend=0.34 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2476 peak=3442 dd=966 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10034(✓) ask@10048(✓) qty=10"
164500,,"mid=10040.0 dyn_mean=10014.0 z=0.81 mom=23.0 trend=0.46 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2514 peak=3442 dd=929 m38_hit=(--)
MARK38: mode=EXPLOIT conf=17 bid@10033(✓) ask@10047(✓) qty=10"
164600,,"mid=10042.0 dyn_mean=10014.0 z=0.88 mom=23.0 trend=0.69 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2440 peak=3442 dd=1003 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10035(✓) ask@10049(✓) qty=10"
164700,,"mid=10040.0 dyn_mean=10014.0 z=0.81 mom=24.0 trend=0.40 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2514 peak=3442 dd=929 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10033(✓) ask@10047(✓) qty=10"
164800,,"mid=10040.0 dyn_mean=10014.0 z=0.81 mom=21.0 trend=0.40 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2514 peak=3442 dd=929 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10033(✓) ask@10047(✓) qty=10"
164900,,"mid=10040.0 dyn_mean=10014.1 z=0.81 mom=18.0 trend=0.73 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2514 peak=3442 dd=929 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10033(✓) ask@10047(✓) qty=10"
165000,,"mid=10043.0 dyn_mean=10014.1 z=0.90 mom=18.0 trend=0.78 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2402 peak=3442 dd=1040 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10036(✓) ask@10050(✓) qty=10"
165100,,"mid=10043.0 dyn_mean=10014.1 z=0.90 mom=17.0 trend=0.66 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2402 peak=3442 dd=1040 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10036(✓) ask@10050(✓) qty=10"
165200,,"mid=10041.0 dyn_mean=10014.1 z=0.84 mom=15.0 trend=1.01 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2476 peak=3442 dd=966 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10034(✓) ask@10048(✓) qty=10"
165300,,"mid=10035.0 dyn_mean=10014.2 z=0.65 mom=14.5 trend=0.49 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2698 peak=3442 dd=744 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10028(✓) ask@10042(✓) qty=10"
165400,,"mid=10034.0 dyn_mean=10014.2 z=0.62 mom=7.0 trend=0.37 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2736 peak=3442 dd=707 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10027(✓) ask@10041(✓) qty=10"
165500,,"mid=10035.0 dyn_mean=10014.2 z=0.65 mom=8.0 trend=0.25 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2698 peak=3442 dd=744 m38_hit=(--)
MARK38: mode=EXPLOIT conf=15 bid@10028(✓) ask@10042(✓) qty=10"
165600,,"mid=10039.0 dyn_mean=10014.2 z=0.77 mom=10.0 trend=0.60 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2550 peak=3442 dd=892 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10032(✓) ask@10046(✓) qty=10"
165700,,"mid=10035.0 dyn_mean=10014.3 z=0.65 mom=5.0 trend=0.47 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2698 peak=3442 dd=744 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10028(✓) ask@10042(✓) qty=10"
165800,,"mid=10039.0 dyn_mean=10014.3 z=0.77 mom=12.5 trend=0.75 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2550 peak=3442 dd=892 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10032(✓) ask@10046(✓) qty=10"
165900,,"mid=10039.0 dyn_mean=10014.3 z=0.77 mom=7.0 trend=0.90 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2550 peak=3442 dd=892 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10032(✓) ask@10046(✓) qty=10"
166000,,"mid=10038.0 dyn_mean=10014.3 z=0.74 mom=10.0 trend=0.55 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2588 peak=3442 dd=855 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10031(✓) ask@10045(✓) qty=10"
166100,,"mid=10037.0 dyn_mean=10014.3 z=0.71 mom=7.0 trend=0.76 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2624 peak=3442 dd=818 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10030(✓) ask@10044(✓) qty=10"
166200,,"mid=10031.0 dyn_mean=10014.4 z=0.52 mom=0.0 trend=0.41 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2846 peak=3442 dd=596 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10024(✓) ask@10038(✓) qty=10"
166300,,"mid=10033.0 dyn_mean=10014.4 z=0.58 mom=3.0 trend=0.36 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10026(✓) ask@10040(✓) qty=10"
166400,,"mid=10035.5 dyn_mean=10014.4 z=0.66 mom=6.5 trend=0.56 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2680 peak=3442 dd=762 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=14 bid@10028(✓) ask@10042(✓) qty=10"
166500,,"mid=10031.0 dyn_mean=10014.4 z=0.52 mom=0.0 trend=0.40 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2846 peak=3442 dd=596 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10024(✓) ask@10038(✓) qty=10"
166600,,"mid=10029.0 dyn_mean=10014.4 z=0.46 mom=-1.0 trend=0.23 regime=MILD_REVERSION | LOCKED target=-25 pos_orig=-37 took=0 gap=12 cum_pnl=2920 peak=3442 dd=522 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10022(✓) ask@10036(✓) qty=10"
166700,,"mid=10027.5 dyn_mean=10014.4 z=0.41 mom=-9.0 trend=0.09 regime=MILD_REVERSION | LOCKED target=-17 pos_orig=-37 took=0 gap=20 cum_pnl=2976 peak=3442 dd=466 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10020(✓) ask@10034(✓) qty=10"
166800,,"mid=10030.0 dyn_mean=10014.5 z=0.49 mom=1.0 trend=0.34 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2884 peak=3442 dd=559 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10023(✓) ask@10037(✓) qty=10"
166900,,"mid=10033.5 dyn_mean=10014.5 z=0.59 mom=5.5 trend=0.71 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2754 peak=3442 dd=688 m38_hit=(--)
MARK38: mode=EXPLOIT conf=13 bid@10026(✓) ask@10040(✓) qty=10"
167000,,"mid=10038.5 dyn_mean=10014.5 z=0.75 mom=14.5 trend=0.85 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2569 peak=3442 dd=874 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=14 bid@10032(✓) ask@10046(✓) qty=10"
167100,,"mid=10034.5 dyn_mean=10014.5 z=0.62 mom=10.5 trend=0.67 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2717 peak=3442 dd=726 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10028(✓) ask@10042(✓) qty=10"
167200,,"mid=10033.0 dyn_mean=10014.5 z=0.58 mom=9.0 trend=0.59 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=14 bid@10026(✓) ask@10040(✓) qty=10"
167300,,"mid=10033.0 dyn_mean=10014.6 z=0.58 mom=13.0 trend=0.43 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2772 peak=3442 dd=670 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=15 bid@10026(✓) ask@10040(✓) qty=10"
167400,,"mid=10035.0 dyn_mean=10014.6 z=0.64 mom=18.0 trend=0.38 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2698 peak=3442 dd=744 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=16 bid@10028(✓) ask@10042(✓) qty=10"
167500,,"mid=10033.0 dyn_mean=10014.6 z=0.57 mom=14.0 trend=0.16 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2772 peak=3442 dd=670 m38_hit=(--)
MARK38: mode=EXPLOIT conf=16 bid@10026(✓) ask@10040(✓) qty=10"
167600,,"mid=10033.5 dyn_mean=10014.6 z=0.59 mom=9.5 trend=0.36 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2754 peak=3442 dd=688 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=17 bid@10026(✓) ask@10040(✓) qty=10"
167700,,"mid=10034.0 dyn_mean=10014.6 z=0.60 mom=3.0 trend=0.28 regime=MILD_REVERSION | LOCKED target=-30 pos_orig=-37 took=0 gap=7 cum_pnl=2736 peak=3442 dd=707 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=18 bid@10027(✓) ask@10041(✓) qty=10"
167800,,"mid=10038.0 dyn_mean=10014.7 z=0.73 mom=8.0 trend=0.38 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2588 peak=3442 dd=855 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10031(✓) ask@10045(✓) qty=10"
167900,,"mid=10041.0 dyn_mean=10014.7 z=0.82 mom=8.0 trend=0.43 regime=WAITING_FOR_REVERSAL | LOCKED target=0 pos_orig=-37 took=0 gap=37 cum_pnl=2476 peak=3442 dd=966 m38_hit=(--)
MARK38: mode=EXPLOIT conf=18 bid@10034(✓) ask@10048(✓) qty=10"
